CARRIER_IND,Carr,FLT,REPORT_DT,SCH_DPRT_STA_CD,Orig,SCH_ARRV_STA_CD,Dest,SCH_FLEET_TYPE_DSCR,ACT_FLEET_TYPE_DSCR,Gate,SCH_DPRT_DTMZ,SCH_ARRV_DTMZ,SCH_ARRV_DTML,SCH_DPRT_DTML,SCH_CD,DPRT_DELAY_MIN,ARRV_DELAY_MIN,BAG_CNT,CATEGORY,CNXL_CD,CS_D0,CS_RCMD_DPRT_DTMZ,CS_RCMD_DPRT_HOLD_MINUTES,D0,DELAY_CODE,D-OT,EQUIP_CONNECT_CD,EST_CNXL_PAX_CNT,ID,INTL,LEFT_OFF_BAG_CNT,MISCONNECT_CNT,OPER_DELAY_CODE,ORIG_Left_offs,PAX_CNT,PRIORITY_FLT_FLG,RAMP_TCI_DEN,RAMP_TCI_NUM,RETURN_TYPE_CD,SCH_FLEET_TYPE_SHORT_DSCR,Sta Dly,SUBCATEGORY,SUCCESS_CAT,SUCCESS_CD_DSCR,TOTAL_CONNECTIONS,TURN_TYPE,XFER_Left_offs,Area,ARRIVAL_LEG_FLIGHT_NUMBER,ARRIVAL_LEG_ORIGIN,ASM,ATW_Zone,ATW_Zone_Arrv,CG_ARRV_CNT,CG_ARRV_STD,CG_DPRT_CNT,CG_DPRT_STD,COMPLETION_DEN,COMPLETION_NUM,CONX_NRSA,CONX_POSITIVE,CONX_REV,CS_ARRV_CNT,CS_ARRV_STD,CS_DPRT_CNT,CS_DPRT_STD,CURRENT_DT,CURRENT_DTML,Customer_D0,Requotes Delay Reasons,DEP_ind,DEPARTURE_AVAILABLE_GROUND_MINUTES,DEPARTURE_MST_SUCCESS,DIVERT_REASON_CD,EST_ARRV_DTML,EST_ARRV_DTMZ,EST_DPRT_DTML,EST_DPRT_DTMZ,FIRST_VALET_BAG_ON_DTMZ,Hubs_Lines,LAST_UPDATED,LF_NUM,MARKET,MST_INDICATOR,OFF_DTMZ,ON_DTMZ,ORIG_BAGS,ORIG_NRSA,ORIG_POSITIVE,ORIG_REV,prev_act_arrv_dtl,prev_act_arrv_dtml,prev_act_arrv_dtmz,prev_act_arrv_dtz,prev_arrv_diff_minutes,prev_arrv_gate,prev_cnxl_cd,prev_company_id,prev_dprt_sta_cd,prev_flt_num,prev_report_dt,prev_sch_arrv_dtl,prev_sch_arrv_dtml,prev_sch_arrv_dtmz,prev_sch_arrv_dtz,prev_sch_dprt_sta_cd,Ramp_Business_Partner,RCA_25_Bag_Load_Perc,RCA_25_Boarding_Perc,RCA_50_Bag_Load_Perc,RCA_50_Boarding_Perc,RCA_75_Bag_Load_Perc,RCA_75_Boarding_Perc,RCA_95_Bag_Load_Perc,RCA_95_Boarding_Perc,RCA_Boarding_duration_seconds,RCA_company_material_boarded_pounds,RCA_express_freight_boarded_pounds,RCA_flight_notes,RCA_freight_boarded_pounds,RCA_international_mail_boarded_pounds,RCA Root Cause,RCA_Loading_duration_seconds,RCA_priority_mail_boarded_pounds,RCA_root_cause_1,RCA_root_cause_2,RCA_root_cause_3,RCA_total_bags,RCA_total_BE,RCA_total_cold_bags,RCA_total_gate_checks,RCA_total_hot_bags,RCA_total_local_bags,RCA_total_transfer_bags,RCA_wchr_count,RPM,SF_NUM,SLACK,SLACK_DEN,SOC_Zone,SOC_Zone_Arrv,TAXI_IN_MINUTES,TAXI_OUT_MINUTES,TOB_CNT,TOB_STD,TURN_LENGTH,XFER_BAGS,ZONES_COMBINED,ZONES_COMBINED_ARRV,ARRVregion,ARRVregion2,ARRVsubregion,ARRVsubregion2,DEPTregion,DEPTregion2,DEPTsubregion,DEPTsubregion2,TSA0,TSD0,TSIncludeExclude,Turn_Success,OA_Comp_City,_SYSTEM,SUB_REGION,SCH_FLTS,allFlights,24HourClock,String24HourClock,MainlineUAX,STAR-NonSTAR,Priority_ind,MST_Success_Indicator,Delay_flag,INT/DOM,Scheduled_Departure_Date,Early-OnTime,Month,Year,CUST_A14_NUM,TOTAL_PAX,DayofWeek,MST_MINS_BUCKT
ML,UA,784,4/2/2023,SFO,SFO,YVR,YVR,B737-800,B737-800,F20,4/2/2023 15:30,,4/2/2023 10:57,4/2/2023 8:30,S,-2,-6,128,On-Time Opportunity, ,1,,0,1,  ,OT,H ,0,94548784,YES,0,6,  ,0,157,0,6,4, ,738,0,On-time Defect - Customer,,,38,Standard,0,SFO,1126,CMH,0,Z1,Z1,,,,,1,1,,,,,,,,,,1,,Arrived,597,0,,4/2/2023 10:54,,4/2/2023 8:30,,,Hubs,5/22/2023 1:28,155,D-I,Non-MST,,,,,,,4/1/2023,4/1/2023 22:33,4/2/2023 5:33,4/2/2023,56,F20,,UA,CMH,1126,4/1/2023,4/1/2023,4/1/2023 21:37,4/2/2023 4:37,4/2/2023,CMH,United,432,591,1325,922,1585,1315,2127,1648.2,,0,0,,0,0,,2223,0,Cargo_Door_Close,Last_Bag_On,,133,,43,14,4,72,47,0,0,157,0,0,3,3,3,28,,,,,"ATW-Z1,BTW-Z3,SOC-3","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,CANADA,THE AMERICAS,SFO,SFO,SFO,SFO,A0 Late,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,8:00 AM,8,Mainline,STAR,Non-Priority,MST Failure,Non-delayed,International,4/2/2023,1,Apr,2023,157,157,Sun,0
ML,UA,1542,4/2/2023,SFO,SFO,YVR,YVR,B737-800,B737-800,E11,4/2/2023 21:00,,4/2/2023 16:25,4/2/2023 14:00,S,-2,-21,124,Successful, ,1,,0,1,  ,OT,T ,0,94548938,YES,0,0,  ,0,166,0,6,5, ,738,0,Successful,,,42,Standard,0,SFO,1728,LAS,0,Z3,Z3,,,,,1,1,,,,,,,,,,1,,Arrived,127,0,,4/2/2023 16:07,,4/2/2023 14:00,,,Hubs,5/22/2023 1:28,166,D-I,Non-MST,,,,,,,4/2/2023,4/2/2023 11:53,4/2/2023 18:53,4/2/2023,-21,E11,,UA,LAS,1728,4/2/2023,4/2/2023,4/2/2023 12:14,4/2/2023 19:14,4/2/2023,LAS,United,564,506.5,1054,814,1350,1124,1936,1461.6,,0,0,,0,0,,2084,0,Cargo_Door_Close,,,125,,40,15,1,69,41,3,0,166,62,1,1,1,3,12,,,,,"ATW-Z3,BTW-Z1,SOC-1","ATW-Z3,BTW-Z1,SOC-1",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,CANADA,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/2/2023,1,Apr,2023,166,166,Sun,0
ML,UA,926,4/2/2023,SFO,SFO,FRA,FRA,B777-200,B777-200,G4,4/3/2023 2:10,,4/3/2023 15:15,4/2/2023 19:10,S,3,1,169,Late Opportunity, ,0,,0,0,  ,D-OT,T ,0,94549232,YES,0,0,LT,0,186,1,3,3, ,777,0,Defect - Customer,LT,LT - Late Turn,48,Quick,0,SFO,273,EWR,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,75,1,,4/3/2023 15:13,,4/2/2023 19:10,,,Hubs,5/22/2023 1:28,180,D-I,MST,,,,,,,4/2/2023,4/2/2023 17:55,4/3/2023 0:55,4/3/2023,5,G4,,UA,EWR,273,4/2/2023,4/2/2023,4/2/2023 17:50,4/3/2023 0:50,4/3/2023,EWR,United,2997,268.75,3287,563,3427,820.5,3862,941.5,,5,0,,18038,0,MST Success,4078,0,,,,34,,11,3,9,11,20,3,0,186,-15,1,5,5,13,29,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,GERMANY,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,7:00 PM,19,Mainline,Non-STAR,Priority,MST Success,Delayed,International,4/2/2023,0,Apr,2023,186,186,Sun,0
ML,UA,60,4/2/2023,SFO,SFO,MEL,MEL,B787-9,B787-9,G1,4/3/2023 6:20,,4/4/2023 8:15,4/2/2023 23:20,S,23,13,258,Late Opportunity, ,0,4/3/2023 6:35,15,0,OX,D-OT,T ,0,94549247,YES,3,6,  ,0,225,0,2,2, ,789,23,Defect - Customer,Process - controllable,OX - Connection Saver,146,Standard,3,SFO,28,SIN,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,135,0,,4/4/2023 8:28,,4/2/2023 23:30,,,Hubs,5/22/2023 1:28,214,D-I,Non-MST,,,,,,,4/2/2023,4/2/2023 21:05,4/3/2023 4:05,4/3/2023,15,G1,,UA,SIN,28,4/2/2023,4/2/2023,4/2/2023 20:50,4/3/2023 3:50,4/3/2023,SIN,United,2251,913,4162,1188,7867,1396,8639,2326.6,,5,0,,5521,0,Aisle Chair,1894,0,Boarding_End,Cargo_Door_Close,,216,,163,6,6,27,183,2,0,225,35,1,5,5,5,29,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Include,0,San Francisco,SYSTEM,SFO,1,1,11:00 PM,23,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/2/2023,0,Apr,2023,225,225,Sun,0
ML,UA,194,4/2/2023,SFO,SFO,MUC,MUC,B777-200,B777-200,G2,4/2/2023 20:25,,4/3/2023 9:45,4/2/2023 13:25,S,80,82,169,Late Opportunity, ,0,,0,0,VC,Late,T ,0,94549275,YES,0,0,  ,0,208,1,2,2, ,777,80,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,55,Standard,0,SFO,34,KIX,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,181,0,,4/3/2023 11:02,,4/2/2023 14:45,,,Hubs,5/22/2023 1:28,207,D-I,Non-MST,,,,,,,4/2/2023,4/2/2023 10:24,4/2/2023 17:24,4/2/2023,-41,G2,,UA,KIX,34,4/2/2023,4/2/2023,4/2/2023 11:05,4/2/2023 18:05,4/2/2023,KIX,United,2428,751,4895,1366,6778,1710,8737,2059.5,,10,0,,5885,0,FA Availability,14757,0,FA_Min,Lav_Services_Off,Cleaners_On,143,,32,1,0,110,32,4,0,208,76,1,5,5,10,28,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,NORTHERN,ATLANTIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,1:00 PM,13,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/2/2023,0,Apr,2023,0,208,Sun,0
ML,UA,869,4/2/2023,SFO,SFO,HKG,HKG,B777-300,B777-300,G12,4/2/2023 19:45,,4/3/2023 18:45,4/2/2023 12:45,S,33,-37,374,Late Opportunity, ,0,4/2/2023 20:00,15,0,VC,D-OT,O ,0,94549285,YES,0,2,  ,0,349,0,2,2, ,773,33,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,153,Standard,0,SFO,878,HKG,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,1022,0,,4/3/2023 18:01,,4/2/2023 13:25,,,Hubs,5/22/2023 1:28,330,D-I,Non-MST,,,,,,,4/1/2023,4/1/2023 19:43,4/2/2023 2:43,4/2/2023,-22,G12,,UA,HKG,878,4/1/2023,4/1/2023,4/1/2023 20:05,4/2/2023 3:05,4/2/2023,HKG,United,8571,645,10617,1040,13018,1414,18994,1647.4,,52,0,,8055,0,Late Cabin Cleaning - On,19960,0,Cleaners_On,FA_Min,Cleaners_Off,385,,159,11,25,186,188,5,0,349,0,0,5,5,12,24,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,12:00 PM,12,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/2/2023,0,Apr,2023,349,349,Sun,0
ML,UA,948,4/2/2023,SFO,SFO,LHR,LHR,B777-200,B777-200,G6,4/2/2023 23:00,,4/3/2023 10:25,4/2/2023 16:00,S,61,54,105,Late Opportunity, ,0,,0,0,VC,Late,T ,0,94549294,YES,0,0,  ,0,144,0,2,2, ,777,61,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,5,Standard,0,SFO,900,LHR,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,160,0,,4/3/2023 11:23,,4/2/2023 17:00,,,Hubs,5/22/2023 1:28,140,D-I,Non-MST,,,,,,,4/2/2023,4/2/2023 13:20,4/2/2023 20:20,4/2/2023,-5,G6,,UA,LHR,900,4/2/2023,4/2/2023,4/2/2023 13:25,4/2/2023 20:25,4/2/2023,LHR,United,2451,204,3967,437,5330,703,7749,877,,0,0,,800,0,Late Cabin Cleaning - Off,12582,0,Cleaners_Off,Cleaners_On,Aircraft_Door_Close,68,,2,1,0,58,9,0,0,144,55,1,5,5,4,32,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,LHR,ATLANTIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,4:00 PM,16,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/2/2023,0,Apr,2023,0,144,Sun,0
ML,UA,893,4/2/2023,SFO,SFO,ICN,ICN,B787-9,B787-9,G5,4/2/2023 17:35,,4/3/2023 14:55,4/2/2023 10:35,S,14,-15,238,Successful Hold, ,1,4/2/2023 17:55,20,0,OX,D-OT,T ,0,94549298,YES,0,7,  ,0,249,1,2,2, ,789,14,Defect - Departure,Process - controllable,OX - Connection Saver,107,Standard,0,SFO,114,PPT,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,148,0,,4/3/2023 14:41,,4/2/2023 10:50,,,Hubs,5/22/2023 1:28,237,D-I,Non-MST,,,,,,,4/2/2023,4/2/2023 8:07,4/2/2023 15:07,4/2/2023,-13,G5,,UA,PPT,114,4/1/2023,4/2/2023,4/2/2023 8:20,4/2/2023 15:20,4/2/2023,PPT,United,2120,549.5,4567,981,8243,1491.75,8684,1778.3,,10,2,,13664,3949,Customer Hold,9037,0,Aircraft_Door_Close,Boarding_End,Boarding_Start,192,,58,5,31,97,90,2,0,249,48,1,5,5,6,21,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Priority,MST Failure,Qualified Hold,International,4/2/2023,0,Apr,2023,249,249,Sun,0
ML,UA,58,4/2/2023,SFO,SFO,FRA,FRA,B777-300,B777-300,G8,4/2/2023 20:50,,4/3/2023 9:55,4/2/2023 13:50,S,70,48,168,Late Opportunity, ,0,4/2/2023 20:58,8,0,VC,Late,O ,0,94549339,YES,0,1,  ,0,210,0,2,2, ,773,70,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,62,Standard,0,SFO,396,HNL,0,Z5,Z1,,,,,1,1,,,,,,,,,,0,,Arrived,457,0,,4/3/2023 10:43,,4/2/2023 15:05,,,Hubs,5/22/2023 1:28,199,D-I,Non-MST,,,,,,,4/2/2023,4/2/2023 6:13,4/2/2023 13:13,4/2/2023,-22,F19,,UA,HNL,396,4/1/2023,4/2/2023,4/2/2023 6:35,4/2/2023 13:35,4/2/2023,HNL,United,14965,382,19542,685,20746,1052,26010,1233.2,,134,0,,23300,0,Late Cabin Cleaning - On,15843,0,Cleaners_On,FA_Min,Tow_Compliance,175,,52,2,4,113,60,6,0,210,0,0,5,3,10,22,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,GERMANY,ATLANTIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,1:00 PM,13,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/2/2023,0,Apr,2023,0,210,Sun,0
ML,UA,954,4/2/2023,SFO,SFO,TLV,TLV,B777-300,B777-300,G5,4/3/2023 2:50,,4/3/2023 20:00,4/2/2023 19:50,S,29,10,403,Late Opportunity, ,0,,0,0,VC,D-OT,T ,0,94549346,YES,1,0,  ,0,337,0,1,1, ,773,29,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,137,Standard,1,SFO,59,FRA,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,176,0,,4/3/2023 20:08,,4/2/2023 20:10,,,Hubs,5/22/2023 1:28,335,D-I,Non-MST,,,,,,,4/2/2023,4/2/2023 16:54,4/2/2023 23:54,4/2/2023,49,G5,,UA,FRA,59,4/2/2023,4/2/2023,4/2/2023 16:05,4/2/2023 23:05,4/2/2023,FRA,United,3644,1258,5944,1748,10136,2340,11005,2925.4,,5,22,,4308,1073,Late Door Close ,11206,0,Aircraft_Door_Close,Boarding_End,Cleaners_Off,354,,158,30,0,166,158,9,0,337,41,1,5,5,7,24,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,SOUTHERN,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Include,0,San Francisco,SYSTEM,SFO,1,1,7:00 PM,19,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/2/2023,0,Apr,2023,337,337,Sun,0
ML,UA,901,4/2/2023,SFO,SFO,LHR,LHR,B777-200,B777-200,G9,4/2/2023 19:20,,4/3/2023 6:55,4/2/2023 12:20,S,23,14,67,Late Opportunity, ,0,,0,0,TA,D-OT,O ,0,94549356,YES,4,0,  ,3,114,0,1,1, ,777,23,Defect - Customer,Aircraft - uncontrollable,TA - Aircraft Servicing,34,Standard,1,SFO,395,EWR,0,Z5,Z1,,,,,1,1,,,,,,,,,,0,,Arrived,913,0,,4/3/2023 7:11,,4/2/2023 12:35,,,Hubs,5/22/2023 1:28,102,D-I,Non-MST,,,,,,,4/1/2023,4/1/2023 21:07,4/2/2023 4:07,4/2/2023,46,F19,,UA,EWR,395,4/1/2023,4/1/2023,4/1/2023 20:21,4/2/2023 3:21,4/2/2023,EWR,United,3276,269.75,4428,499,7227,668.5,10684,1166.15,,10,0,,9210,0,MX,10703,0,MRD_Upload,,,72,,25,0,0,47,25,0,0,114,0,0,5,3,5,23,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,LHR,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,12:00 PM,12,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/2/2023,0,Apr,2023,114,114,Sun,0
ML,UA,875,4/2/2023,SFO,SFO,HND,HND,B777-200,B777-200,G3,4/2/2023 17:45,,4/3/2023 13:55,4/2/2023 10:45,S,10,-7,251,Successful Hold, ,1,4/2/2023 18:01,16,0,OX,D-OT,O ,0,94549363,YES,0,2,  ,0,275,1,1,1, ,777,10,Defect - Departure,Process - controllable,OX - Connection Saver,91,Standard,0,SFO,969,AMS,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,1079,0,,4/3/2023 13:41,,4/2/2023 10:56,,,Hubs,5/22/2023 1:28,271,D-I,Non-MST,,,,,,,4/1/2023,4/1/2023 16:46,4/1/2023 23:46,4/1/2023,-9,G6,,UA,AMS,969,4/1/2023,4/1/2023,4/1/2023 16:55,4/1/2023 23:55,4/1/2023,AMS,United,4373,677.5,6581,1272,11155,1723.5,13277,1999,,0,0,,0,25,Customer Hold,13762,0,Cargo_Door_Close,Boarding_Start,Aircraft_Door_Close,222,,85,17,8,108,97,3,0,275,0,0,5,5,13,30,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,JAPAN REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Priority,MST Failure,Qualified Hold,International,4/2/2023,0,Apr,2023,275,275,Sun,0
ML,UA,871,4/2/2023,SFO,SFO,TPE,TPE,B777-300,B777-300,G7,4/2/2023 21:00,,4/3/2023 18:45,4/2/2023 14:00,S,132,60,410,Late Opportunity, ,0,,0,0,VC,Late,O ,0,94549390,YES,5,0,  ,0,350,0,1,1, ,773,132,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,167,Standard,5,SFO,955,TLV,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,498,0,,4/3/2023 19:44,,4/2/2023 16:00,,,Hubs,5/22/2023 1:28,337,D-I,Non-MST,,,,,,,4/2/2023,4/2/2023 5:42,4/2/2023 12:42,4/2/2023,-18,G2,,UA,TLV,955,4/2/2023,4/2/2023,4/2/2023 6:00,4/2/2023 13:00,4/2/2023,TLV,United,12087,714,17099,1030,19195,1333,24860,1551.7,,31,28,,16613,795,Cabin Cleaning,31616,0,Boarding_Start,Cargo_Door_Close,MRD_Upload,375,,180,3,2,181,191,3,0,350,0,0,5,5,6,19,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/2/2023,0,Apr,2023,0,350,Sun,0
ML,UA,930,4/2/2023,SFO,SFO,LHR,LHR,B787-9,B787-9,G1,4/3/2023 2:50,,4/3/2023 14:10,4/2/2023 19:50,S,-2,-32,82,On-Time Opportunity, ,1,,0,1,  ,OT,T ,0,94549412,YES,1,0,  ,1,113,0,3,3, ,789,0,On-time Defect - Customer,,,13,Dynamic,0,SFO,939,LHR,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,114,0,,4/3/2023 13:39,,4/2/2023 19:50,,,Hubs,5/22/2023 1:28,107,D-I,Non-MST,,,,,,,4/2/2023,4/2/2023 17:56,4/3/2023 0:56,4/3/2023,51,G1,,UA,LHR,939,4/2/2023,4/2/2023,4/2/2023 17:05,4/3/2023 0:05,4/3/2023,LHR,United,512,372.5,1098,607,2484,828.75,6315,964.85,,5,0,,3510,0,,678,0,,,,32,,3,2,0,27,3,0,0,113,14,1,5,5,5,21,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,LHR,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,7:00 PM,19,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/2/2023,1,Apr,2023,113,113,Sun,15-Nov
ML,UA,115,4/2/2023,SFO,SFO,PPT,PPT,B787-9,B787-9,G4,4/2/2023 20:20,,4/2/2023 18:55,4/2/2023 13:20,S,45,25,179,Late Opportunity, ,0,4/2/2023 20:25,5,0,VC,Late,T ,0,94549449,YES,0,0,  ,0,215,1,2,2, ,789,45,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,69,Standard,0,SFO,892,ICN,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,125,0,,4/2/2023 19:22,,4/2/2023 14:00,,,Hubs,5/22/2023 1:28,192,D-I,Non-MST,,,,,,,4/2/2023,4/2/2023 11:15,4/2/2023 18:15,4/2/2023,-10,G4,,UA,ICN,892,4/2/2023,4/2/2023,4/2/2023 11:25,4/2/2023 18:25,4/2/2023,ICN,United,1953,279.5,4183,622,9011,798.5,9230,952.1,,10,0,,1860,26,Late Cabin Cleaning - On,9270,0,Cleaners_On,FA_Min,Cleaners_Off,124,,49,3,0,71,50,1,0,215,25,1,5,5,2,21,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Include,-1,San Francisco,SYSTEM,SFO,1,1,1:00 PM,13,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/2/2023,0,Apr,2023,0,215,Sun,0
ML,UA,990,4/2/2023,SFO,SFO,CDG,CDG,B777-200,B777-200,G5,4/2/2023 21:35,,4/3/2023 10:25,4/2/2023 14:35,S,127,111,154,Late Opportunity, ,0,,0,0,VC,Late,O ,0,94549452,YES,0,0,  ,0,222,0,2,2, ,777,127,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,87,Standard,0,SFO,927,FRA,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,1108,0,,4/3/2023 12:12,,4/2/2023 16:50,,,Hubs,5/22/2023 1:28,206,D-I,Non-MST,,,,,,,4/1/2023,4/1/2023 20:07,4/2/2023 3:07,4/2/2023,7,G1,,UA,FRA,927,4/1/2023,4/1/2023,4/1/2023 20:00,4/2/2023 3:00,4/2/2023,FRA,United,15502,624,19685,894,20969,1166,33895,1385.7,,10,0,,7928,0,FA Availability,33997,0,FA_Min,Cleaners_On,Tow_Compliance,152,,49,5,9,89,58,2,0,222,0,0,5,5,15,26,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,NORTHERN,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/2/2023,0,Apr,2023,0,222,Sun,0
